epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.49634,1.46923,4.10846,1.29344,0.00234,0.25,0.2278,0.20698,0.66148,3.1929,0.88725,8.574e-05,8.574e-05,8.574e-05
